match_id,match_date,match_location,home_team_id,away_team_id,match_result
1161,2022-03-26,Aliport,24,97,1:3
1162,2022-04-02,Wilkersonland,30,77,3:0
1163,2022-04-09,Christinetown,94,82,3:1
1164,2022-04-16,Port Michaelchester,24,36,3:2
1165,2022-04-23,North Anthony,47,5,2:3
1166,2022-04-30,Paulport,77,36,3:0
1167,2022-05-07,Ginaberg,56,96,3:2
1168,2022-05-14,New Carlos,50,94,3:2
1169,2022-05-21,West Johnmouth,49,53,1:3
1170,2022-05-28,Stephenshire,54,29,3:0
1171,2022-06-04,Danielfurt,93,70,3:1
1172,2022-06-11,Rothberg,26,92,0:3
1173,2022-06-18,West Monica,18,73,3:2
1174,2022-06-25,Martinborough,83,27,1:3
1175,2022-07-02,Josephhaven,29,39,3:1
1176,2022-07-09,Steeleview,4,29,0:3
1177,2022-07-16,North Joseph,58,29,3:2
1178,2022-07-23,Port Richardmouth,19,16,3:1
1179,2022-07-30,New Bernard,60,13,3:2
1180,2022-08-06,Dawnside,58,78,3:2
1181,2022-08-13,Wrightchester,83,15,3:2
1182,2022-08-20,Charlesland,69,64,2:3
1183,2022-08-27,South Brianmouth,39,47,3:0
1184,2022-09-03,South Sherry,83,40,3:2
1185,2022-09-10,New Stephaniebury,50,10,2:3
1186,2022-09-17,South Ana,5,89,3:0
1187,2022-09-24,Davisbury,35,19,3:2
1188,2022-10-01,New Amber,86,58,3:0
1189,2022-10-08,East Donna,9,34,3:0
1190,2022-10-15,North Jonathanton,15,99,3:1
1191,2022-10-22,Lake Ashleyport,31,79,0:3
1192,2022-10-29,Anthonyfort,9,73,2:3
1193,2022-11-05,New Samuel,24,91,2:3
1194,2022-11-12,Johnsonburgh,57,100,0:3
1195,2022-11-19,East Victoriaside,15,66,3:0
1196,2022-11-26,South Ginaview,61,26,0:3
1197,2022-12-03,Tylerhaven,6,7,2:3
1198,2022-12-10,New Jacquelineport,84,70,0:3
1199,2022-12-17,Juliebury,4,82,3:2
1200,2022-12-24,West Johnathan,97,63,1:3
1201,2022-12-31,Lake Michaelshire,29,5,3:0
